0th epoch,    train_loss: 2.3755531311035156, val_loss: 4.6475605964660645, train_acc: 0.2605042016806723, val_acc: 0.18303946263643997, train_top5: 0.573109243697479, val_top5: 0.5407220822837951
14th epoch,    train_loss: 0.0045156460255384445, val_loss: 1.2060444355010986, train_acc: 0.9795518207282913, val_acc: 0.8303946263643996, train_top5: 1.0, val_top5: 0.9697732997481109
15th epoch,    train_loss: 0.031989891082048416, val_loss: 0.09880433231592178, train_acc: 0.9801120448179271, val_acc: 0.8387909319899244, train_top5: 1.0, val_top5: 0.9697732997481109
16th epoch,    train_loss: 0.0300284456461668, val_loss: 0.8472156524658203, train_acc: 0.9851540616246499, val_acc: 0.8387909319899244, train_top5: 1.0, val_top5: 0.9722921914357683
17th epoch,    train_loss: 0.13898243010044098, val_loss: 0.39438143372535706, train_acc: 0.9812324929971988, val_acc: 0.8026868178001679, train_top5: 1.0, val_top5: 0.9638958858102435
18th epoch,    train_loss: 0.08992547541856766, val_loss: 0.22945082187652588, train_acc: 0.9815126050420168, val_acc: 0.8261964735516373, train_top5: 1.0, val_top5: 0.9680940386230059
19th epoch,    train_loss: 0.07452544569969177, val_loss: 0.49746447801589966, train_acc: 0.9815126050420168, val_acc: 0.8270361041141897, train_top5: 1.0, val_top5: 0.9722921914357683
20th epoch,    train_loss: 0.002817939966917038, val_loss: 0.35091066360473633, train_acc: 0.9829131652661064, val_acc: 0.8354324097397146, train_top5: 1.0, val_top5: 0.9731318219983207
21th epoch,    train_loss: 0.011228572577238083, val_loss: 0.6573757529258728, train_acc: 0.980672268907563, val_acc: 0.8396305625524769, train_top5: 1.0, val_top5: 0.9706129303106633
22th epoch,    train_loss: 0.002761594485491514, val_loss: 0.002797547960653901, train_acc: 0.984313725490196, val_acc: 0.8371116708648195, train_top5: 1.0, val_top5: 0.9722921914357683
23th epoch,    train_loss: 0.027470804750919342, val_loss: 0.43801113963127136, train_acc: 0.9829131652661064, val_acc: 0.8429890848026869, train_top5: 1.0, val_top5: 0.9714525608732157
24th epoch,    train_loss: 0.008725048042833805, val_loss: 0.173173189163208, train_acc: 0.9823529411764705, val_acc: 0.8387909319899244, train_top5: 1.0, val_top5: 0.9731318219983207
25th epoch,    train_loss: 0.06517483294010162, val_loss: 0.3496398329734802, train_acc: 0.9829131652661064, val_acc: 0.837951301427372, train_top5: 1.0, val_top5: 0.9722921914357683
26th epoch,    train_loss: 0.012186437845230103, val_loss: 0.009476934559643269, train_acc: 0.9820728291316526, val_acc: 0.8396305625524769, train_top5: 1.0, val_top5: 0.9722921914357683
27th epoch,    train_loss: 0.004749046638607979, val_loss: 2.2180984020233154, train_acc: 0.9837535014005602, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9739714525608733
28th epoch,    train_loss: 0.06613918393850327, val_loss: 0.6115924715995789, train_acc: 0.9820728291316526, val_acc: 0.8371116708648195, train_top5: 1.0, val_top5: 0.9722921914357683
29th epoch,    train_loss: 0.018244968727231026, val_loss: 0.39215633273124695, train_acc: 0.9829131652661064, val_acc: 0.8404701931150294, train_top5: 1.0, val_top5: 0.9714525608732157
30th epoch,    train_loss: 0.01213956717401743, val_loss: 0.49919551610946655, train_acc: 0.984873949579832, val_acc: 0.8354324097397146, train_top5: 1.0, val_top5: 0.9739714525608733
31th epoch,    train_loss: 0.010737616568803787, val_loss: 0.03546398878097534, train_acc: 0.9837535014005602, val_acc: 0.836272040302267, train_top5: 1.0, val_top5: 0.9731318219983207
32th epoch,    train_loss: 0.06638536602258682, val_loss: 0.4117896556854248, train_acc: 0.9837535014005602, val_acc: 0.8396305625524769, train_top5: 1.0, val_top5: 0.9731318219983207
33th epoch,    train_loss: 0.023719411343336105, val_loss: 0.2337215691804886, train_acc: 0.9862745098039216, val_acc: 0.8387909319899244, train_top5: 1.0, val_top5: 0.9722921914357683
34th epoch,    train_loss: 0.056057050824165344, val_loss: 0.5056892037391663, train_acc: 0.9865546218487395, val_acc: 0.836272040302267, train_top5: 1.0, val_top5: 0.9706129303106633
35th epoch,    train_loss: 0.010552642866969109, val_loss: 1.1501790285110474, train_acc: 0.9840336134453781, val_acc: 0.8404701931150294, train_top5: 1.0, val_top5: 0.9731318219983207
36th epoch,    train_loss: 0.0024010413326323032, val_loss: 0.8792969584465027, train_acc: 0.9826330532212885, val_acc: 0.8421494542401343, train_top5: 1.0, val_top5: 0.9731318219983207
37th epoch,    train_loss: 0.01464743260294199, val_loss: 1.081618070602417, train_acc: 0.9851540616246499, val_acc: 0.8404701931150294, train_top5: 1.0, val_top5: 0.9739714525608733
38th epoch,    train_loss: 0.06571519374847412, val_loss: 0.4454643726348877, train_acc: 0.984873949579832, val_acc: 0.8387909319899244, train_top5: 1.0, val_top5: 0.9731318219983207
39th epoch,    train_loss: 0.029933346435427666, val_loss: 0.39834287762641907, train_acc: 0.9840336134453781, val_acc: 0.837951301427372, train_top5: 1.0, val_top5: 0.9722921914357683
40th epoch,    train_loss: 0.17021813988685608, val_loss: 0.027770938351750374, train_acc: 0.984313725490196, val_acc: 0.8371116708648195, train_top5: 1.0, val_top5: 0.9722921914357683
41th epoch,    train_loss: 0.07070957869291306, val_loss: 0.089790940284729, train_acc: 0.9868347338935575, val_acc: 0.8387909319899244, train_top5: 1.0, val_top5: 0.9722921914357683
42th epoch,    train_loss: 0.01541951671242714, val_loss: 0.9969730973243713, train_acc: 0.9854341736694678, val_acc: 0.8421494542401343, train_top5: 1.0, val_top5: 0.9731318219983207
43th epoch,    train_loss: 0.04743326082825661, val_loss: 1.4437637329101562, train_acc: 0.984873949579832, val_acc: 0.8337531486146096, train_top5: 1.0, val_top5: 0.9748110831234257
44th epoch,    train_loss: 0.05346354469656944, val_loss: 0.8127029538154602, train_acc: 0.9834733893557422, val_acc: 0.8396305625524769, train_top5: 1.0, val_top5: 0.9731318219983207
45th epoch,    train_loss: 0.0943089947104454, val_loss: 1.163047432899475, train_acc: 0.9837535014005602, val_acc: 0.8387909319899244, train_top5: 1.0, val_top5: 0.9722921914357683
46th epoch,    train_loss: 0.022186728194355965, val_loss: 1.4551693201065063, train_acc: 0.9865546218487395, val_acc: 0.837951301427372, train_top5: 1.0, val_top5: 0.9731318219983207
47th epoch,    train_loss: 0.018219172954559326, val_loss: 0.016920454800128937, train_acc: 0.9837535014005602, val_acc: 0.836272040302267, train_top5: 1.0, val_top5: 0.9739714525608733
48th epoch,    train_loss: 0.05811115726828575, val_loss: 0.4519117474555969, train_acc: 0.9834733893557422, val_acc: 0.8354324097397146, train_top5: 1.0, val_top5: 0.9739714525608733
49th epoch,    train_loss: 0.032163478434085846, val_loss: 0.016553718596696854, train_acc: 0.9862745098039216, val_acc: 0.8387909319899244, train_top5: 1.0, val_top5: 0.9714525608732157
time.struct_time(tm_year=1970, tm_mon=1, tm_mday=1, tm_hour=0, tm_min=37, tm_sec=44, tm_wday=3, tm_yday=1, tm_isdst=0)
0th epoch,    train_loss: 2.250365972518921, val_loss: 2.9328176975250244, train_acc: 0.26106442577030814, val_acc: 0.218303946263644, train_top5: 0.5795518207282914, val_top5: 0.5575146935348446
1th epoch,    train_loss: 2.0546865463256836, val_loss: 4.00302267074585, train_acc: 0.5064425770308123, val_acc: 0.2510495382031906, train_top5: 0.8512605042016806, val_top5: 0.5684298908480269
2th epoch,    train_loss: 1.8765822649002075, val_loss: 1.5770981311798096, train_acc: 0.6355742296918767, val_acc: 0.3904282115869018, train_top5: 0.9123249299719888, val_top5: 0.7069689336691856
3th epoch,    train_loss: 0.8613178133964539, val_loss: 3.8448750972747803, train_acc: 0.711484593837535, val_acc: 0.29974811083123426, train_top5: 0.9470588235294117, val_top5: 0.6523929471032746
4th epoch,    train_loss: 1.2615528106689453, val_loss: 1.5663784742355347, train_acc: 0.8064425770308123, val_acc: 0.5180520570948782, train_top5: 0.9831932773109243, val_top5: 0.7858942065491183
5th epoch,    train_loss: 0.2153565138578415, val_loss: 1.138870120048523, train_acc: 0.8747899159663866, val_acc: 0.6070528967254408, train_top5: 0.9896358543417367, val_top5: 0.9059613769941226
6th epoch,    train_loss: 0.8945457935333252, val_loss: 0.4450106918811798, train_acc: 0.8918767507002802, val_acc: 0.6633081444164568, train_top5: 0.9913165266106443, val_top5: 0.9185558354324097
7th epoch,    train_loss: 0.38210195302963257, val_loss: 1.474833369255066, train_acc: 0.9058823529411765, val_acc: 0.5306465155331654, train_top5: 0.996358543417367, val_top5: 0.8161209068010076
8th epoch,    train_loss: 0.09420714527368546, val_loss: 1.1334998607635498, train_acc: 0.9436974789915966, val_acc: 0.7724601175482787, train_top5: 0.9997198879551821, val_top5: 0.9563392107472712
9th epoch,    train_loss: 0.09857357293367386, val_loss: 1.7589260339736938, train_acc: 0.9666666666666667, val_acc: 0.7691015952980689, train_top5: 0.9994397759103641, val_top5: 0.9529806884970613
10th epoch,    train_loss: 0.11278237402439117, val_loss: 0.4250640273094177, train_acc: 0.9742296918767507, val_acc: 0.8102434928631402, train_top5: 1.0, val_top5: 0.9672544080604534
11th epoch,    train_loss: 0.06369896233081818, val_loss: 0.02387440763413906, train_acc: 0.9759103641456582, val_acc: 0.8253568429890848, train_top5: 1.0, val_top5: 0.9697732997481109
12th epoch,    train_loss: 0.01844584196805954, val_loss: 0.7913313508033752, train_acc: 0.9761904761904762, val_acc: 0.799328295549958, train_top5: 1.0, val_top5: 0.9655751469353484
13th epoch,    train_loss: 0.011312469840049744, val_loss: 0.23394298553466797, train_acc: 0.980672268907563, val_acc: 0.8144416456759026, train_top5: 1.0, val_top5: 0.9706129303106633
14th epoch,    train_loss: 0.07411788403987885, val_loss: 0.6101606488227844, train_acc: 0.9829131652661064, val_acc: 0.8085642317380353, train_top5: 1.0, val_top5: 0.9697732997481109
15th epoch,    train_loss: 0.03057626634836197, val_loss: 0.08810025453567505, train_acc: 0.9829131652661064, val_acc: 0.8278757346767422, train_top5: 1.0, val_top5: 0.9706129303106633
16th epoch,    train_loss: 0.03682994842529297, val_loss: 0.5787240862846375, train_acc: 0.9820728291316526, val_acc: 0.8144416456759026, train_top5: 1.0, val_top5: 0.9722921914357683
17th epoch,    train_loss: 0.025922834873199463, val_loss: 0.4993925094604492, train_acc: 0.980672268907563, val_acc: 0.815281276238455, train_top5: 1.0, val_top5: 0.9731318219983207
18th epoch,    train_loss: 0.06380298733711243, val_loss: 1.6748943328857422, train_acc: 0.9826330532212885, val_acc: 0.8203190596137699, train_top5: 1.0, val_top5: 0.9672544080604534
19th epoch,    train_loss: 0.015437045134603977, val_loss: 0.300284206867218, train_acc: 0.9831932773109243, val_acc: 0.8178001679261125, train_top5: 1.0, val_top5: 0.9722921914357683
20th epoch,    train_loss: 0.015850607305765152, val_loss: 1.0385886430740356, train_acc: 0.9815126050420168, val_acc: 0.8203190596137699, train_top5: 1.0, val_top5: 0.9689336691855583
21th epoch,    train_loss: 0.04121661186218262, val_loss: 0.5282374024391174, train_acc: 0.9840336134453781, val_acc: 0.8236775818639799, train_top5: 1.0, val_top5: 0.9714525608732157
22th epoch,    train_loss: 0.00617900351062417, val_loss: 0.23458245396614075, train_acc: 0.9851540616246499, val_acc: 0.81696053736356, train_top5: 1.0, val_top5: 0.9706129303106633
23th epoch,    train_loss: 0.17477206885814667, val_loss: 0.04306517913937569, train_acc: 0.9840336134453781, val_acc: 0.8219983207388749, train_top5: 1.0, val_top5: 0.9706129303106633
24th epoch,    train_loss: 0.10353941470384598, val_loss: 0.2815033495426178, train_acc: 0.9834733893557422, val_acc: 0.8228379513014273, train_top5: 1.0, val_top5: 0.9697732997481109
25th epoch,    train_loss: 0.022159388288855553, val_loss: 0.45910096168518066, train_acc: 0.9837535014005602, val_acc: 0.8228379513014273, train_top5: 1.0, val_top5: 0.9697732997481109
26th epoch,    train_loss: 0.013495490886271, val_loss: 0.899684488773346, train_acc: 0.9837535014005602, val_acc: 0.8211586901763224, train_top5: 1.0, val_top5: 0.9722921914357683
27th epoch,    train_loss: 0.026688434183597565, val_loss: 2.616032123565674, train_acc: 0.9834733893557422, val_acc: 0.8287153652392947, train_top5: 1.0, val_top5: 0.9697732997481109
28th epoch,    train_loss: 0.14928966760635376, val_loss: 0.2507628798484802, train_acc: 0.984313725490196, val_acc: 0.8236775818639799, train_top5: 1.0, val_top5: 0.9714525608732157
29th epoch,    train_loss: 0.006630931049585342, val_loss: 1.1883821487426758, train_acc: 0.9862745098039216, val_acc: 0.8245172124265323, train_top5: 1.0, val_top5: 0.9722921914357683
30th epoch,    train_loss: 0.08123144507408142, val_loss: 1.307808518409729, train_acc: 0.9845938375350141, val_acc: 0.8236775818639799, train_top5: 1.0, val_top5: 0.9714525608732157
31th epoch,    train_loss: 0.006582189351320267, val_loss: 0.5087270140647888, train_acc: 0.9837535014005602, val_acc: 0.8295549958018472, train_top5: 1.0, val_top5: 0.9739714525608733
32th epoch,    train_loss: 0.0985681414604187, val_loss: 0.2993222177028656, train_acc: 0.9873949579831933, val_acc: 0.8261964735516373, train_top5: 1.0, val_top5: 0.9739714525608733
33th epoch,    train_loss: 0.053281351923942566, val_loss: 0.0505785271525383, train_acc: 0.9868347338935575, val_acc: 0.8203190596137699, train_top5: 1.0, val_top5: 0.9714525608732157
34th epoch,    train_loss: 0.0899360403418541, val_loss: 0.9174782633781433, train_acc: 0.9826330532212885, val_acc: 0.8194794290512175, train_top5: 1.0, val_top5: 0.9714525608732157
35th epoch,    train_loss: 0.10692261159420013, val_loss: 1.8880707025527954, train_acc: 0.9834733893557422, val_acc: 0.8219983207388749, train_top5: 1.0, val_top5: 0.9722921914357683
36th epoch,    train_loss: 0.0948922261595726, val_loss: 1.0325077772140503, train_acc: 0.9837535014005602, val_acc: 0.8287153652392947, train_top5: 1.0, val_top5: 0.9706129303106633
37th epoch,    train_loss: 0.13954493403434753, val_loss: 0.9877125024795532, train_acc: 0.9845938375350141, val_acc: 0.8236775818639799, train_top5: 1.0, val_top5: 0.9706129303106633
38th epoch,    train_loss: 0.013807266019284725, val_loss: 0.21450842916965485, train_acc: 0.9845938375350141, val_acc: 0.8287153652392947, train_top5: 1.0, val_top5: 0.9689336691855583
39th epoch,    train_loss: 0.02563875913619995, val_loss: 0.24077896773815155, train_acc: 0.9831932773109243, val_acc: 0.8219983207388749, train_top5: 1.0, val_top5: 0.9714525608732157
40th epoch,    train_loss: 0.028493603691458702, val_loss: 0.2704886794090271, train_acc: 0.9859943977591037, val_acc: 0.8278757346767422, train_top5: 1.0, val_top5: 0.9722921914357683
41th epoch,    train_loss: 0.003569497726857662, val_loss: 1.1244741678237915, train_acc: 0.9845938375350141, val_acc: 0.8261964735516373, train_top5: 1.0, val_top5: 0.9714525608732157
42th epoch,    train_loss: 0.008227833546698093, val_loss: 1.193808674812317, train_acc: 0.984873949579832, val_acc: 0.8236775818639799, train_top5: 1.0, val_top5: 0.9731318219983207
43th epoch,    train_loss: 0.05848812311887741, val_loss: 0.5586453080177307, train_acc: 0.9871148459383754, val_acc: 0.8261964735516373, train_top5: 1.0, val_top5: 0.9706129303106633
44th epoch,    train_loss: 0.02176928147673607, val_loss: 0.9950205683708191, train_acc: 0.988515406162465, val_acc: 0.8303946263643996, train_top5: 1.0, val_top5: 0.9731318219983207
45th epoch,    train_loss: 0.011182705871760845, val_loss: 0.6048641204833984, train_acc: 0.9876750700280112, val_acc: 0.8287153652392947, train_top5: 1.0, val_top5: 0.9706129303106633
46th epoch,    train_loss: 0.10168082267045975, val_loss: 0.9584693908691406, train_acc: 0.9845938375350141, val_acc: 0.8211586901763224, train_top5: 1.0, val_top5: 0.9706129303106633
47th epoch,    train_loss: 0.005227675195783377, val_loss: 0.726333737373352, train_acc: 0.9873949579831933, val_acc: 0.8253568429890848, train_top5: 1.0, val_top5: 0.9731318219983207
48th epoch,    train_loss: 0.044826965779066086, val_loss: 0.4490078389644623, train_acc: 0.984313725490196, val_acc: 0.8295549958018472, train_top5: 1.0, val_top5: 0.9697732997481109
49th epoch,    train_loss: 0.002978608012199402, val_loss: 0.37360262870788574, train_acc: 0.9837535014005602, val_acc: 0.8261964735516373, train_top5: 1.0, val_top5: 0.9714525608732157
time.struct_time(tm_year=1970, tm_mon=1, tm_mday=1, tm_hour=0, tm_min=18, tm_sec=30, tm_wday=3, tm_yday=1, tm_isdst=0)
0th epoch,    train_loss: 2.9771437644958496, val_loss: 4.066208839416504, train_acc: 0.23445378151260504, val_acc: 0.17632241813602015, train_top5: 0.5333333333333333, val_top5: 0.5306465155331654
1th epoch,    train_loss: 2.207888603210449, val_loss: 3.2751736640930176, train_acc: 0.46554621848739497, val_acc: 0.2980688497061293, train_top5: 0.8246498599439775, val_top5: 0.6876574307304786
2th epoch,    train_loss: 1.4847453832626343, val_loss: 1.0666106939315796, train_acc: 0.5837535014005603, val_acc: 0.4802686817800168, train_top5: 0.8938375350140056, val_top5: 0.8429890848026869
3th epoch,    train_loss: 1.219839096069336, val_loss: 2.090688467025757, train_acc: 0.6605042016806723, val_acc: 0.5172124265323258, train_top5: 0.9285714285714286, val_top5: 0.8295549958018472
4th epoch,    train_loss: 1.169628620147705, val_loss: 4.624387264251709, train_acc: 0.7260504201680672, val_acc: 0.4256926952141058, train_top5: 0.9546218487394958, val_top5: 0.8026868178001679
5th epoch,    train_loss: 0.3108426332473755, val_loss: 1.3349031209945679, train_acc: 0.8050420168067227, val_acc: 0.6599496221662469, train_top5: 0.9795518207282913, val_top5: 0.8992443324937027
6th epoch,    train_loss: 0.8313537836074829, val_loss: 2.143467664718628, train_acc: 0.8672268907563025, val_acc: 0.5499580184718724, train_top5: 0.9871148459383754, val_top5: 0.8572628043660789
7th epoch,    train_loss: 0.17822685837745667, val_loss: 0.3924417495727539, train_acc: 0.9131652661064426, val_acc: 0.6952141057934509, train_top5: 0.996078431372549, val_top5: 0.9328295549958019
8th epoch,    train_loss: 0.07715586572885513, val_loss: 1.7155506610870361, train_acc: 0.9291316526610645, val_acc: 0.7262804366078925, train_top5: 0.9980392156862745, val_top5: 0.9445843828715366
9th epoch,    train_loss: 0.334399938583374, val_loss: 0.9433915019035339, train_acc: 0.942296918767507, val_acc: 0.7380352644836272, train_top5: 0.9988795518207283, val_top5: 0.943744752308984
10th epoch,    train_loss: 0.3559633493423462, val_loss: 0.34238767623901367, train_acc: 0.9529411764705882, val_acc: 0.7506297229219143, train_top5: 0.9994397759103641, val_top5: 0.9521410579345088
11th epoch,    train_loss: 0.025086572393774986, val_loss: 0.37192192673683167, train_acc: 0.9565826330532213, val_acc: 0.7674223341729639, train_top5: 1.0, val_top5: 0.9596977329974811
12th epoch,    train_loss: 0.06904853135347366, val_loss: 4.277280330657959, train_acc: 0.9677871148459384, val_acc: 0.7413937867338372, train_top5: 1.0, val_top5: 0.9429051217464316
13th epoch,    train_loss: 0.21772819757461548, val_loss: 2.134037494659424, train_acc: 0.9717086834733893, val_acc: 0.7825356842989085, train_top5: 1.0, val_top5: 0.9622166246851386
14th epoch,    train_loss: 0.12307766079902649, val_loss: 0.8975808024406433, train_acc: 0.9719887955182073, val_acc: 0.7774979009235936, train_top5: 1.0, val_top5: 0.963056255247691
15th epoch,    train_loss: 0.08989681303501129, val_loss: 1.9327908754348755, train_acc: 0.9753501400560224, val_acc: 0.7951301427371956, train_top5: 1.0, val_top5: 0.9588581024349286
16th epoch,    train_loss: 0.032095860689878464, val_loss: 0.01833445392549038, train_acc: 0.9725490196078431, val_acc: 0.780016792611251, train_top5: 1.0, val_top5: 0.9580184718723762
17th epoch,    train_loss: 0.11787538975477219, val_loss: 1.6006438732147217, train_acc: 0.9798319327731092, val_acc: 0.7909319899244333, train_top5: 1.0, val_top5: 0.9672544080604534
18th epoch,    train_loss: 0.014531753025949001, val_loss: 1.5763169527053833, train_acc: 0.9761904761904762, val_acc: 0.7926112510495382, train_top5: 0.9997198879551821, val_top5: 0.9622166246851386
19th epoch,    train_loss: 0.013151418417692184, val_loss: 0.5601193308830261, train_acc: 0.9801120448179271, val_acc: 0.7875734676742233, train_top5: 1.0, val_top5: 0.964735516372796
20th epoch,    train_loss: 0.056834593415260315, val_loss: 0.13648591935634613, train_acc: 0.9789915966386554, val_acc: 0.7959697732997482, train_top5: 1.0, val_top5: 0.9672544080604534
21th epoch,    train_loss: 0.006441524252295494, val_loss: 0.3822662830352783, train_acc: 0.9837535014005602, val_acc: 0.7884130982367759, train_top5: 1.0, val_top5: 0.964735516372796
22th epoch,    train_loss: 0.06335829198360443, val_loss: 0.7921702265739441, train_acc: 0.9826330532212885, val_acc: 0.7942905121746432, train_top5: 1.0, val_top5: 0.9680940386230059
23th epoch,    train_loss: 0.0620160773396492, val_loss: 0.5648506283760071, train_acc: 0.9789915966386554, val_acc: 0.7909319899244333, train_top5: 1.0, val_top5: 0.9689336691855583
24th epoch,    train_loss: 0.010985578410327435, val_loss: 0.8130223155021667, train_acc: 0.9820728291316526, val_acc: 0.781696053736356, train_top5: 1.0, val_top5: 0.966414777497901
25th epoch,    train_loss: 0.18301884829998016, val_loss: 0.021585389971733093, train_acc: 0.980672268907563, val_acc: 0.7942905121746432, train_top5: 1.0, val_top5: 0.9672544080604534
26th epoch,    train_loss: 0.028839992359280586, val_loss: 1.040961742401123, train_acc: 0.9803921568627451, val_acc: 0.7917716204869857, train_top5: 1.0, val_top5: 0.9689336691855583
27th epoch,    train_loss: 0.016507674008607864, val_loss: 0.48448148369789124, train_acc: 0.9826330532212885, val_acc: 0.7942905121746432, train_top5: 1.0, val_top5: 0.9672544080604534
28th epoch,    train_loss: 0.046276628971099854, val_loss: 0.03695691004395485, train_acc: 0.9834733893557422, val_acc: 0.7909319899244333, train_top5: 1.0, val_top5: 0.9680940386230059
29th epoch,    train_loss: 0.004413883201777935, val_loss: 0.38623374700546265, train_acc: 0.980672268907563, val_acc: 0.7968094038623006, train_top5: 1.0, val_top5: 0.9672544080604534
30th epoch,    train_loss: 0.03635035455226898, val_loss: 0.6223611235618591, train_acc: 0.9817927170868347, val_acc: 0.8001679261125105, train_top5: 1.0, val_top5: 0.9672544080604534
31th epoch,    train_loss: 0.01425125077366829, val_loss: 0.05139676854014397, train_acc: 0.9798319327731092, val_acc: 0.7942905121746432, train_top5: 1.0, val_top5: 0.9680940386230059
32th epoch,    train_loss: 0.034114181995391846, val_loss: 1.221182942390442, train_acc: 0.9812324929971988, val_acc: 0.797649034424853, train_top5: 1.0, val_top5: 0.9731318219983207
33th epoch,    train_loss: 0.01958780735731125, val_loss: 2.660125494003296, train_acc: 0.9826330532212885, val_acc: 0.797649034424853, train_top5: 1.0, val_top5: 0.966414777497901
34th epoch,    train_loss: 0.05296367034316063, val_loss: 0.027498137205839157, train_acc: 0.9812324929971988, val_acc: 0.7959697732997482, train_top5: 1.0, val_top5: 0.9680940386230059
35th epoch,    train_loss: 0.033708151429891586, val_loss: 0.25968611240386963, train_acc: 0.984873949579832, val_acc: 0.799328295549958, train_top5: 1.0, val_top5: 0.966414777497901
36th epoch,    train_loss: 0.11505777388811111, val_loss: 0.2657797038555145, train_acc: 0.9809523809523809, val_acc: 0.8001679261125105, train_top5: 1.0, val_top5: 0.9680940386230059
37th epoch,    train_loss: 0.10825272649526596, val_loss: 0.5755615830421448, train_acc: 0.9826330532212885, val_acc: 0.797649034424853, train_top5: 1.0, val_top5: 0.9714525608732157
38th epoch,    train_loss: 0.12799760699272156, val_loss: 0.05537683516740799, train_acc: 0.9829131652661064, val_acc: 0.7959697732997482, train_top5: 1.0, val_top5: 0.9722921914357683
39th epoch,    train_loss: 0.061059143394231796, val_loss: 0.24358563125133514, train_acc: 0.9826330532212885, val_acc: 0.797649034424853, train_top5: 1.0, val_top5: 0.9714525608732157
40th epoch,    train_loss: 0.05226331949234009, val_loss: 2.38427996635437, train_acc: 0.9820728291316526, val_acc: 0.7984886649874056, train_top5: 1.0, val_top5: 0.9697732997481109
41th epoch,    train_loss: 0.05968060716986656, val_loss: 0.6754658818244934, train_acc: 0.9837535014005602, val_acc: 0.8026868178001679, train_top5: 1.0, val_top5: 0.9697732997481109
42th epoch,    train_loss: 0.09708243608474731, val_loss: 1.6593636274337769, train_acc: 0.9817927170868347, val_acc: 0.7951301427371956, train_top5: 1.0, val_top5: 0.9697732997481109
43th epoch,    train_loss: 0.0660226121544838, val_loss: 0.47076183557510376, train_acc: 0.9834733893557422, val_acc: 0.799328295549958, train_top5: 1.0, val_top5: 0.9680940386230059
44th epoch,    train_loss: 0.005132482852786779, val_loss: 0.34625646471977234, train_acc: 0.9837535014005602, val_acc: 0.799328295549958, train_top5: 1.0, val_top5: 0.9689336691855583
45th epoch,    train_loss: 0.0807034894824028, val_loss: 0.3272726535797119, train_acc: 0.9823529411764705, val_acc: 0.8001679261125105, train_top5: 1.0, val_top5: 0.9697732997481109
46th epoch,    train_loss: 0.07159272581338882, val_loss: 0.012951946817338467, train_acc: 0.9834733893557422, val_acc: 0.8001679261125105, train_top5: 1.0, val_top5: 0.9689336691855583
47th epoch,    train_loss: 0.030705124139785767, val_loss: 1.120125651359558, train_acc: 0.9826330532212885, val_acc: 0.799328295549958, train_top5: 1.0, val_top5: 0.9706129303106633
