0th epoch,    train_loss: 1.6411021947860718, val_loss: 2.292180299758911, train_acc: 0.284593837535014, val_acc: 0.3408900083963056, train_top5: 0.5764705882352941, val_top5: 0.727120067170445
30th epoch,    train_loss: 0.04634790122509003, val_loss: 0.7443909049034119, train_acc: 0.9845938375350141, val_acc: 0.8463476070528967, train_top5: 1.0, val_top5: 0.9739714525608733
31th epoch,    train_loss: 0.08391410112380981, val_loss: 0.8097323179244995, train_acc: 0.9812324929971988, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9739714525608733
32th epoch,    train_loss: 0.045796699821949005, val_loss: 0.673285961151123, train_acc: 0.9831932773109243, val_acc: 0.8471872376154492, train_top5: 1.0, val_top5: 0.9748110831234257
33th epoch,    train_loss: 0.05038982257246971, val_loss: 0.8235830664634705, train_acc: 0.9837535014005602, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9731318219983207
34th epoch,    train_loss: 0.004038584418594837, val_loss: 0.5645435452461243, train_acc: 0.9857142857142858, val_acc: 0.8413098236775819, train_top5: 1.0, val_top5: 0.9739714525608733
35th epoch,    train_loss: 0.023754190653562546, val_loss: 0.35230138897895813, train_acc: 0.9829131652661064, val_acc: 0.8497061293031066, train_top5: 1.0, val_top5: 0.9731318219983207
36th epoch,    train_loss: 0.04713820293545723, val_loss: 0.5664315819740295, train_acc: 0.9845938375350141, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9722921914357683
37th epoch,    train_loss: 0.025295555591583252, val_loss: 0.48327019810676575, train_acc: 0.984313725490196, val_acc: 0.8404701931150294, train_top5: 1.0, val_top5: 0.9739714525608733
38th epoch,    train_loss: 0.04619450122117996, val_loss: 0.7382364869117737, train_acc: 0.9859943977591037, val_acc: 0.8429890848026869, train_top5: 1.0, val_top5: 0.9748110831234257
39th epoch,    train_loss: 0.02660236321389675, val_loss: 0.32096385955810547, train_acc: 0.984313725490196, val_acc: 0.8463476070528967, train_top5: 1.0, val_top5: 0.9739714525608733
40th epoch,    train_loss: 0.02491826005280018, val_loss: 0.41169998049736023, train_acc: 0.9845938375350141, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9731318219983207
41th epoch,    train_loss: 0.026198863983154297, val_loss: 0.5969530940055847, train_acc: 0.9820728291316526, val_acc: 0.8480268681780017, train_top5: 1.0, val_top5: 0.9748110831234257
42th epoch,    train_loss: 0.03507694602012634, val_loss: 0.46973562240600586, train_acc: 0.984313725490196, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9731318219983207
43th epoch,    train_loss: 0.038672853261232376, val_loss: 0.379557341337204, train_acc: 0.9820728291316526, val_acc: 0.8471872376154492, train_top5: 1.0, val_top5: 0.9739714525608733
44th epoch,    train_loss: 0.07619903236627579, val_loss: 0.7943247556686401, train_acc: 0.9815126050420168, val_acc: 0.8480268681780017, train_top5: 1.0, val_top5: 0.9731318219983207
45th epoch,    train_loss: 0.038568250834941864, val_loss: 0.8439215421676636, train_acc: 0.9820728291316526, val_acc: 0.8488664987405542, train_top5: 1.0, val_top5: 0.9748110831234257
46th epoch,    train_loss: 0.050941482186317444, val_loss: 0.339500367641449, train_acc: 0.9826330532212885, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9748110831234257
47th epoch,    train_loss: 0.03532393276691437, val_loss: 0.8977888822555542, train_acc: 0.984873949579832, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9756507136859782
48th epoch,    train_loss: 0.01785179041326046, val_loss: 0.2754094898700714, train_acc: 0.9851540616246499, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9731318219983207
49th epoch,    train_loss: 0.08236626535654068, val_loss: 0.412291556596756, train_acc: 0.9817927170868347, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9748110831234257
50th epoch,    train_loss: 0.02912828139960766, val_loss: 0.4816630780696869, train_acc: 0.9834733893557422, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9731318219983207
51th epoch,    train_loss: 0.03840393200516701, val_loss: 0.6369089484214783, train_acc: 0.9837535014005602, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9731318219983207
52th epoch,    train_loss: 0.03399600088596344, val_loss: 0.9514004588127136, train_acc: 0.9823529411764705, val_acc: 0.8429890848026869, train_top5: 1.0, val_top5: 0.9731318219983207
53th epoch,    train_loss: 0.04097851365804672, val_loss: 0.5119654536247253, train_acc: 0.984313725490196, val_acc: 0.8497061293031066, train_top5: 1.0, val_top5: 0.9739714525608733
54th epoch,    train_loss: 0.008022393099963665, val_loss: 0.24434933066368103, train_acc: 0.9837535014005602, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9739714525608733
55th epoch,    train_loss: 0.03201735019683838, val_loss: 0.20649920403957367, train_acc: 0.9809523809523809, val_acc: 0.8463476070528967, train_top5: 1.0, val_top5: 0.9731318219983207
56th epoch,    train_loss: 0.012148686684668064, val_loss: 0.14063334465026855, train_acc: 0.984313725490196, val_acc: 0.8471872376154492, train_top5: 1.0, val_top5: 0.9739714525608733
57th epoch,    train_loss: 0.01899593137204647, val_loss: 0.5716673135757446, train_acc: 0.9834733893557422, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9722921914357683
58th epoch,    train_loss: 0.06414208561182022, val_loss: 0.36709943413734436, train_acc: 0.9834733893557422, val_acc: 0.8480268681780017, train_top5: 1.0, val_top5: 0.9731318219983207
59th epoch,    train_loss: 0.02447451278567314, val_loss: 0.4692811369895935, train_acc: 0.9831932773109243, val_acc: 0.8471872376154492, train_top5: 1.0, val_top5: 0.9722921914357683
60th epoch,    train_loss: 0.03320988267660141, val_loss: 0.2484511286020279, train_acc: 0.9840336134453781, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9722921914357683
61th epoch,    train_loss: 0.048140183091163635, val_loss: 0.34970980882644653, train_acc: 0.9831932773109243, val_acc: 0.8497061293031066, train_top5: 1.0, val_top5: 0.9714525608732157
62th epoch,    train_loss: 0.069290392100811, val_loss: 0.3506302833557129, train_acc: 0.9801120448179271, val_acc: 0.8463476070528967, train_top5: 1.0, val_top5: 0.9731318219983207
63th epoch,    train_loss: 0.03099897876381874, val_loss: 0.4212900698184967, train_acc: 0.9834733893557422, val_acc: 0.8463476070528967, train_top5: 1.0, val_top5: 0.9739714525608733
64th epoch,    train_loss: 0.023009778931736946, val_loss: 0.450255423784256, train_acc: 0.9865546218487395, val_acc: 0.8413098236775819, train_top5: 1.0, val_top5: 0.9739714525608733
65th epoch,    train_loss: 0.0468069352209568, val_loss: 0.4457986652851105, train_acc: 0.9865546218487395, val_acc: 0.8480268681780017, train_top5: 1.0, val_top5: 0.9714525608732157
66th epoch,    train_loss: 0.049561768770217896, val_loss: 0.9102743268013, train_acc: 0.9840336134453781, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9731318219983207
67th epoch,    train_loss: 0.03448755666613579, val_loss: 0.44369232654571533, train_acc: 0.9862745098039216, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9748110831234257
68th epoch,    train_loss: 0.06308315694332123, val_loss: 0.5883730053901672, train_acc: 0.9840336134453781, val_acc: 0.8497061293031066, train_top5: 1.0, val_top5: 0.9739714525608733
69th epoch,    train_loss: 0.052662938833236694, val_loss: 0.388831228017807, train_acc: 0.984873949579832, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9714525608732157
70th epoch,    train_loss: 0.06200587376952171, val_loss: 0.24899296462535858, train_acc: 0.9857142857142858, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9739714525608733
71th epoch,    train_loss: 0.03400936350226402, val_loss: 0.5295118689537048, train_acc: 0.9862745098039216, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9748110831234257
72th epoch,    train_loss: 0.016215071082115173, val_loss: 0.6139044165611267, train_acc: 0.9854341736694678, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9731318219983207
73th epoch,    train_loss: 0.00921312440186739, val_loss: 0.6817622184753418, train_acc: 0.984313725490196, val_acc: 0.8488664987405542, train_top5: 1.0, val_top5: 0.9722921914357683
74th epoch,    train_loss: 0.03545252978801727, val_loss: 0.2741396725177765, train_acc: 0.9851540616246499, val_acc: 0.8471872376154492, train_top5: 1.0, val_top5: 0.9714525608732157
75th epoch,    train_loss: 0.022771110758185387, val_loss: 0.5700889229774475, train_acc: 0.9823529411764705, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9748110831234257
76th epoch,    train_loss: 0.02242460660636425, val_loss: 0.4092135429382324, train_acc: 0.9831932773109243, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9731318219983207
77th epoch,    train_loss: 0.04924749955534935, val_loss: 0.6563166975975037, train_acc: 0.9817927170868347, val_acc: 0.8480268681780017, train_top5: 1.0, val_top5: 0.9756507136859782
78th epoch,    train_loss: 0.03234446793794632, val_loss: 0.5435748100280762, train_acc: 0.9854341736694678, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9739714525608733
79th epoch,    train_loss: 0.047862663865089417, val_loss: 0.3966576159000397, train_acc: 0.9820728291316526, val_acc: 0.8488664987405542, train_top5: 1.0, val_top5: 0.9748110831234257
80th epoch,    train_loss: 0.074620820581913, val_loss: 0.8331239223480225, train_acc: 0.9815126050420168, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9722921914357683
81th epoch,    train_loss: 0.030536651611328125, val_loss: 0.5270553827285767, train_acc: 0.9840336134453781, val_acc: 0.8463476070528967, train_top5: 1.0, val_top5: 0.9731318219983207
82th epoch,    train_loss: 0.04802901670336723, val_loss: 0.531123697757721, train_acc: 0.984313725490196, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9714525608732157
83th epoch,    train_loss: 0.013928261585533619, val_loss: 0.6194793581962585, train_acc: 0.9837535014005602, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9731318219983207
84th epoch,    train_loss: 0.036284253001213074, val_loss: 0.30603864789009094, train_acc: 0.9840336134453781, val_acc: 0.8413098236775819, train_top5: 1.0, val_top5: 0.9731318219983207
85th epoch,    train_loss: 0.007520381826907396, val_loss: 0.5983659625053406, train_acc: 0.9854341736694678, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9739714525608733
86th epoch,    train_loss: 0.02071172185242176, val_loss: 0.47863778471946716, train_acc: 0.9837535014005602, val_acc: 0.8471872376154492, train_top5: 1.0, val_top5: 0.9731318219983207
87th epoch,    train_loss: 0.041699882596731186, val_loss: 0.5220158696174622, train_acc: 0.9826330532212885, val_acc: 0.8429890848026869, train_top5: 1.0, val_top5: 0.9731318219983207
88th epoch,    train_loss: 0.02725633606314659, val_loss: 0.45801207423210144, train_acc: 0.9862745098039216, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9739714525608733
89th epoch,    train_loss: 0.056552156805992126, val_loss: 0.403738409280777, train_acc: 0.9831932773109243, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9739714525608733
90th epoch,    train_loss: 0.059139274060726166, val_loss: 0.954656183719635, train_acc: 0.9815126050420168, val_acc: 0.8471872376154492, train_top5: 1.0, val_top5: 0.9731318219983207
91th epoch,    train_loss: 0.026899587363004684, val_loss: 0.602100133895874, train_acc: 0.9845938375350141, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9722921914357683
92th epoch,    train_loss: 0.02850930392742157, val_loss: 1.0312364101409912, train_acc: 0.9812324929971988, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9739714525608733
93th epoch,    train_loss: 0.03736298531293869, val_loss: 0.4276637136936188, train_acc: 0.9834733893557422, val_acc: 0.8421494542401343, train_top5: 1.0, val_top5: 0.9731318219983207
94th epoch,    train_loss: 0.028436100110411644, val_loss: 0.6238031387329102, train_acc: 0.9834733893557422, val_acc: 0.8463476070528967, train_top5: 1.0, val_top5: 0.9722921914357683
95th epoch,    train_loss: 0.023866118863224983, val_loss: 0.5881932377815247, train_acc: 0.9815126050420168, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9748110831234257
96th epoch,    train_loss: 0.043002352118492126, val_loss: 0.6851039528846741, train_acc: 0.9845938375350141, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9739714525608733
97th epoch,    train_loss: 0.00631899107247591, val_loss: 0.4473300278186798, train_acc: 0.9823529411764705, val_acc: 0.8429890848026869, train_top5: 1.0, val_top5: 0.9764903442485307
98th epoch,    train_loss: 0.04251299425959587, val_loss: 0.31468623876571655, train_acc: 0.9834733893557422, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9722921914357683
99th epoch,    train_loss: 0.023313693702220917, val_loss: 0.5353453755378723, train_acc: 0.9837535014005602, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9731318219983207
100th epoch,    train_loss: 0.03434234485030174, val_loss: 0.6917248368263245, train_acc: 0.9826330532212885, val_acc: 0.8463476070528967, train_top5: 1.0, val_top5: 0.9731318219983207
101th epoch,    train_loss: 0.025717290118336678, val_loss: 0.6392517685890198, train_acc: 0.9876750700280112, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9731318219983207
102th epoch,    train_loss: 0.035863738507032394, val_loss: 0.43529266119003296, train_acc: 0.9868347338935575, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9731318219983207
103th epoch,    train_loss: 0.03278276324272156, val_loss: 0.5589715242385864, train_acc: 0.9840336134453781, val_acc: 0.8413098236775819, train_top5: 1.0, val_top5: 0.9756507136859782
104th epoch,    train_loss: 0.005414778366684914, val_loss: 0.578739583492279, train_acc: 0.9815126050420168, val_acc: 0.8429890848026869, train_top5: 1.0, val_top5: 0.9748110831234257
105th epoch,    train_loss: 0.025349300354719162, val_loss: 0.6209396719932556, train_acc: 0.9823529411764705, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9748110831234257
106th epoch,    train_loss: 0.030855819582939148, val_loss: 0.5649002194404602, train_acc: 0.9834733893557422, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9722921914357683
107th epoch,    train_loss: 0.02373821660876274, val_loss: 0.7751615643501282, train_acc: 0.9840336134453781, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9731318219983207
108th epoch,    train_loss: 0.017014971002936363, val_loss: 0.8635663986206055, train_acc: 0.9845938375350141, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9739714525608733
109th epoch,    train_loss: 0.011670040898025036, val_loss: 0.35433802008628845, train_acc: 0.9845938375350141, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9722921914357683
110th epoch,    train_loss: 0.03217524662613869, val_loss: 0.6280298233032227, train_acc: 0.9817927170868347, val_acc: 0.8404701931150294, train_top5: 1.0, val_top5: 0.9739714525608733
111th epoch,    train_loss: 0.02450590394437313, val_loss: 0.31882327795028687, train_acc: 0.9829131652661064, val_acc: 0.8480268681780017, train_top5: 1.0, val_top5: 0.9731318219983207
112th epoch,    train_loss: 0.021001596003770828, val_loss: 0.6440965533256531, train_acc: 0.9829131652661064, val_acc: 0.8471872376154492, train_top5: 1.0, val_top5: 0.9731318219983207
113th epoch,    train_loss: 0.05266512930393219, val_loss: 0.6308697462081909, train_acc: 0.9823529411764705, val_acc: 0.8421494542401343, train_top5: 1.0, val_top5: 0.9748110831234257
114th epoch,    train_loss: 0.0066942619159817696, val_loss: 0.6512030363082886, train_acc: 0.9798319327731092, val_acc: 0.8463476070528967, train_top5: 1.0, val_top5: 0.9731318219983207
115th epoch,    train_loss: 0.023546315729618073, val_loss: 0.32864871621131897, train_acc: 0.9840336134453781, val_acc: 0.8471872376154492, train_top5: 1.0, val_top5: 0.9731318219983207
116th epoch,    train_loss: 0.027557093650102615, val_loss: 0.3230487108230591, train_acc: 0.9851540616246499, val_acc: 0.8421494542401343, train_top5: 1.0, val_top5: 0.9748110831234257
117th epoch,    train_loss: 0.0808989554643631, val_loss: 0.36210599541664124, train_acc: 0.9837535014005602, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9731318219983207
118th epoch,    train_loss: 0.005428782664239407, val_loss: 0.3821090757846832, train_acc: 0.9851540616246499, val_acc: 0.8480268681780017, train_top5: 1.0, val_top5: 0.9731318219983207
119th epoch,    train_loss: 0.03392829746007919, val_loss: 0.5236900448799133, train_acc: 0.9815126050420168, val_acc: 0.8480268681780017, train_top5: 1.0, val_top5: 0.9739714525608733
120th epoch,    train_loss: 0.019583474844694138, val_loss: 0.5766298174858093, train_acc: 0.9820728291316526, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9739714525608733
121th epoch,    train_loss: 0.009939204901456833, val_loss: 0.2948392331600189, train_acc: 0.9817927170868347, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9739714525608733
122th epoch,    train_loss: 0.016066880896687508, val_loss: 0.6716588139533997, train_acc: 0.984873949579832, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9731318219983207
123th epoch,    train_loss: 0.03273233026266098, val_loss: 0.5300686359405518, train_acc: 0.9812324929971988, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9748110831234257
124th epoch,    train_loss: 0.0057762484066188335, val_loss: 0.6572441458702087, train_acc: 0.9831932773109243, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9756507136859782
125th epoch,    train_loss: 0.029626138508319855, val_loss: 0.8327207565307617, train_acc: 0.9829131652661064, val_acc: 0.8488664987405542, train_top5: 1.0, val_top5: 0.9722921914357683
126th epoch,    train_loss: 0.022067537531256676, val_loss: 0.33658933639526367, train_acc: 0.984313725490196, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9722921914357683
127th epoch,    train_loss: 0.05479992926120758, val_loss: 0.3794121742248535, train_acc: 0.9865546218487395, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9739714525608733
128th epoch,    train_loss: 0.027376212179660797, val_loss: 0.4315701425075531, train_acc: 0.9820728291316526, val_acc: 0.8513853904282116, train_top5: 1.0, val_top5: 0.9722921914357683
129th epoch,    train_loss: 0.05414610728621483, val_loss: 0.6462357640266418, train_acc: 0.9817927170868347, val_acc: 0.8471872376154492, train_top5: 1.0, val_top5: 0.9722921914357683
130th epoch,    train_loss: 0.06291958689689636, val_loss: 0.3930155336856842, train_acc: 0.9823529411764705, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9731318219983207
131th epoch,    train_loss: 0.026900796219706535, val_loss: 0.169318288564682, train_acc: 0.9837535014005602, val_acc: 0.8497061293031066, train_top5: 1.0, val_top5: 0.9722921914357683
132th epoch,    train_loss: 0.05943920090794563, val_loss: 0.7332879304885864, train_acc: 0.9815126050420168, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9739714525608733
133th epoch,    train_loss: 0.030574804171919823, val_loss: 1.0008587837219238, train_acc: 0.9857142857142858, val_acc: 0.8463476070528967, train_top5: 1.0, val_top5: 0.9748110831234257
134th epoch,    train_loss: 0.023313898593187332, val_loss: 0.7240558862686157, train_acc: 0.9820728291316526, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9731318219983207
135th epoch,    train_loss: 0.038982685655355453, val_loss: 0.4444253444671631, train_acc: 0.9834733893557422, val_acc: 0.8463476070528967, train_top5: 1.0, val_top5: 0.9714525608732157
136th epoch,    train_loss: 0.029487602412700653, val_loss: 0.29944026470184326, train_acc: 0.984873949579832, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9739714525608733
137th epoch,    train_loss: 0.036387454718351364, val_loss: 0.15861876308918, train_acc: 0.9820728291316526, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9748110831234257
138th epoch,    train_loss: 0.02290799468755722, val_loss: 0.6045198440551758, train_acc: 0.9823529411764705, val_acc: 0.8471872376154492, train_top5: 1.0, val_top5: 0.9722921914357683
139th epoch,    train_loss: 0.043349746614694595, val_loss: 0.6410994529724121, train_acc: 0.984313725490196, val_acc: 0.8446683459277917, train_top5: 1.0, val_top5: 0.9731318219983207
140th epoch,    train_loss: 0.0403631217777729, val_loss: 0.7551215887069702, train_acc: 0.9826330532212885, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9739714525608733
141th epoch,    train_loss: 0.07129032909870148, val_loss: 0.27049005031585693, train_acc: 0.984873949579832, val_acc: 0.8471872376154492, train_top5: 1.0, val_top5: 0.9722921914357683
142th epoch,    train_loss: 0.0385492742061615, val_loss: 0.3693287670612335, train_acc: 0.9831932773109243, val_acc: 0.8471872376154492, train_top5: 1.0, val_top5: 0.9722921914357683
143th epoch,    train_loss: 0.05182894691824913, val_loss: 0.5263786315917969, train_acc: 0.9826330532212885, val_acc: 0.8463476070528967, train_top5: 1.0, val_top5: 0.9731318219983207
144th epoch,    train_loss: 0.022358709946274757, val_loss: 0.5429036021232605, train_acc: 0.9820728291316526, val_acc: 0.8471872376154492, train_top5: 1.0, val_top5: 0.9731318219983207
145th epoch,    train_loss: 0.05221237242221832, val_loss: 0.7059969902038574, train_acc: 0.9826330532212885, val_acc: 0.8438287153652393, train_top5: 1.0, val_top5: 0.9739714525608733
146th epoch,    train_loss: 0.011430999264121056, val_loss: 0.3621405065059662, train_acc: 0.9831932773109243, val_acc: 0.8463476070528967, train_top5: 1.0, val_top5: 0.9756507136859782
147th epoch,    train_loss: 0.012622411362826824, val_loss: 0.5671783089637756, train_acc: 0.9876750700280112, val_acc: 0.8455079764903443, train_top5: 1.0, val_top5: 0.9748110831234257
148th epoch,    train_loss: 0.009571639820933342, val_loss: 0.6431688070297241, train_acc: 0.9826330532212885, val_acc: 0.8463476070528967, train_top5: 1.0, val_top5: 0.9722921914357683
149th epoch,    train_loss: 0.01987210288643837, val_loss: 0.5848978757858276, train_acc: 0.9854341736694678, val_acc: 0.8463476070528967, train_top5: 1.0, val_top5: 0.9748110831234257
150th epoch,    train_loss: 0.04166799038648605, val_loss: 0.37873920798301697, train_acc: 0.9845938375350141, val_acc: 0.8480268681780017, train_top5: 1.0, val_top5: 0.9722921914357683
