0th epoch,    train_loss: 2.7919044494628906, val_loss: 5.36317253112793, train_acc: 0.13127240143369176, val_acc: 0.13844086021505375, train_top5: 0.3736559139784946, val_top5: 0.5268817204301075
21th epoch,    train_loss: 0.26661357283592224, val_loss: 1.0155725479125977, train_acc: 0.796146953405018, val_acc: 0.3588709677419355, train_top5: 1.0, val_top5: 0.9099462365591398
22th epoch,    train_loss: 0.31122061610221863, val_loss: 1.9755139350891113, train_acc: 0.8010752688172043, val_acc: 0.3629032258064516, train_top5: 1.0, val_top5: 0.9059139784946236
23th epoch,    train_loss: 0.4052848517894745, val_loss: 3.3492517471313477, train_acc: 0.8028673835125448, val_acc: 0.3575268817204301, train_top5: 1.0, val_top5: 0.9099462365591398
24th epoch,    train_loss: 0.4557422697544098, val_loss: 1.6171560287475586, train_acc: 0.7956989247311828, val_acc: 0.3629032258064516, train_top5: 1.0, val_top5: 0.9045698924731183
25th epoch,    train_loss: 0.4692244827747345, val_loss: 2.5400681495666504, train_acc: 0.8024193548387096, val_acc: 0.36155913978494625, train_top5: 1.0, val_top5: 0.9059139784946236
26th epoch,    train_loss: 0.46675583720207214, val_loss: 1.4009947776794434, train_acc: 0.8140681003584229, val_acc: 0.36693548387096775, train_top5: 1.0, val_top5: 0.9045698924731183
27th epoch,    train_loss: 0.36639776825904846, val_loss: 1.4805517196655273, train_acc: 0.807347670250896, val_acc: 0.3575268817204301, train_top5: 1.0, val_top5: 0.9032258064516129
28th epoch,    train_loss: 0.34021779894828796, val_loss: 2.4877665042877197, train_acc: 0.8100358422939068, val_acc: 0.364247311827957, train_top5: 1.0, val_top5: 0.9099462365591398
29th epoch,    train_loss: 0.21418730914592743, val_loss: 3.1439998149871826, train_acc: 0.8149641577060932, val_acc: 0.364247311827957, train_top5: 1.0, val_top5: 0.9018817204301075
30th epoch,    train_loss: 0.2808626592159271, val_loss: 2.4162542819976807, train_acc: 0.8118279569892473, val_acc: 0.3629032258064516, train_top5: 1.0, val_top5: 0.9018817204301075
31th epoch,    train_loss: 0.2283036708831787, val_loss: 1.3816542625427246, train_acc: 0.8091397849462365, val_acc: 0.3588709677419355, train_top5: 1.0, val_top5: 0.9086021505376344
32th epoch,    train_loss: 0.3920323848724365, val_loss: 1.440280795097351, train_acc: 0.8145161290322581, val_acc: 0.3602150537634409, train_top5: 1.0, val_top5: 0.9018817204301075
33th epoch,    train_loss: 0.3236308991909027, val_loss: 2.4675509929656982, train_acc: 0.8266129032258065, val_acc: 0.3655913978494624, train_top5: 1.0, val_top5: 0.9086021505376344
34th epoch,    train_loss: 0.46997806429862976, val_loss: 1.1230385303497314, train_acc: 0.8234767025089605, val_acc: 0.3629032258064516, train_top5: 1.0, val_top5: 0.9099462365591398
35th epoch,    train_loss: 0.3941928446292877, val_loss: 1.3356086015701294, train_acc: 0.818100358422939, val_acc: 0.3629032258064516, train_top5: 1.0, val_top5: 0.907258064516129
36th epoch,    train_loss: 0.35425400733947754, val_loss: 2.081076145172119, train_acc: 0.8243727598566308, val_acc: 0.3588709677419355, train_top5: 1.0, val_top5: 0.9032258064516129
37th epoch,    train_loss: 0.36540019512176514, val_loss: 2.5833230018615723, train_acc: 0.8230286738351255, val_acc: 0.3629032258064516, train_top5: 1.0, val_top5: 0.9045698924731183
38th epoch,    train_loss: 0.2890089452266693, val_loss: 1.465326189994812, train_acc: 0.8230286738351255, val_acc: 0.3602150537634409, train_top5: 1.0, val_top5: 0.9032258064516129
39th epoch,    train_loss: 0.37294888496398926, val_loss: 1.6524772644042969, train_acc: 0.8100358422939068, val_acc: 0.364247311827957, train_top5: 1.0, val_top5: 0.9045698924731183
40th epoch,    train_loss: 0.595789909362793, val_loss: 1.6125671863555908, train_acc: 0.8154121863799283, val_acc: 0.3655913978494624, train_top5: 1.0, val_top5: 0.9045698924731183
41th epoch,    train_loss: 0.2695782780647278, val_loss: 0.9307094812393188, train_acc: 0.8194444444444444, val_acc: 0.3602150537634409, train_top5: 1.0, val_top5: 0.9032258064516129
42th epoch,    train_loss: 0.35950636863708496, val_loss: 2.4218974113464355, train_acc: 0.8185483870967742, val_acc: 0.36155913978494625, train_top5: 1.0, val_top5: 0.9045698924731183
43th epoch,    train_loss: 0.463106244802475, val_loss: 2.3378100395202637, train_acc: 0.8252688172043011, val_acc: 0.3588709677419355, train_top5: 1.0, val_top5: 0.907258064516129
44th epoch,    train_loss: 0.3931962251663208, val_loss: 2.1482467651367188, train_acc: 0.8252688172043011, val_acc: 0.3588709677419355, train_top5: 1.0, val_top5: 0.9059139784946236
45th epoch,    train_loss: 0.4240137040615082, val_loss: 2.5266754627227783, train_acc: 0.8145161290322581, val_acc: 0.3629032258064516, train_top5: 1.0, val_top5: 0.9032258064516129
46th epoch,    train_loss: 0.303329199552536, val_loss: 1.1776959896087646, train_acc: 0.8122759856630825, val_acc: 0.3629032258064516, train_top5: 1.0, val_top5: 0.9059139784946236
47th epoch,    train_loss: 0.2315698117017746, val_loss: 1.9061506986618042, train_acc: 0.8207885304659498, val_acc: 0.3629032258064516, train_top5: 1.0, val_top5: 0.907258064516129
48th epoch,    train_loss: 0.3698560297489166, val_loss: 1.8990399837493896, train_acc: 0.8248207885304659, val_acc: 0.36155913978494625, train_top5: 1.0, val_top5: 0.9059139784946236
49th epoch,    train_loss: 0.3293053209781647, val_loss: 1.535663366317749, train_acc: 0.828853046594982, val_acc: 0.3602150537634409, train_top5: 1.0, val_top5: 0.9032258064516129
time.struct_time(tm_year=1970, tm_mon=1, tm_mday=1, tm_hour=0, tm_min=12, tm_sec=21, tm_wday=3, tm_yday=1, tm_isdst=0)
