0th epoch,    train_loss: 2.905183792114258, val_loss: 3.2605764865875244, train_acc: 0.14829749103942652, val_acc: 0.1989247311827957, train_top5: 0.37410394265232977, val_top5: 0.5174731182795699
25th epoch,    train_loss: 0.43272864818573, val_loss: 1.4850125312805176, train_acc: 0.8001792114695341, val_acc: 0.396505376344086, train_top5: 1.0, val_top5: 0.8991935483870968
26th epoch,    train_loss: 0.329832524061203, val_loss: 2.682400941848755, train_acc: 0.7880824372759857, val_acc: 0.3696236559139785, train_top5: 1.0, val_top5: 0.8978494623655914
27th epoch,    train_loss: 0.41581907868385315, val_loss: 2.6586196422576904, train_acc: 0.7880824372759857, val_acc: 0.3790322580645161, train_top5: 1.0, val_top5: 0.9045698924731183
28th epoch,    train_loss: 0.4083395004272461, val_loss: 2.0929453372955322, train_acc: 0.8051075268817204, val_acc: 0.3870967741935484, train_top5: 1.0, val_top5: 0.8978494623655914
29th epoch,    train_loss: 0.3492092192173004, val_loss: 0.9163270592689514, train_acc: 0.7871863799283154, val_acc: 0.3709677419354839, train_top5: 1.0, val_top5: 0.8978494623655914
30th epoch,    train_loss: 0.46616291999816895, val_loss: 2.4637067317962646, train_acc: 0.7956989247311828, val_acc: 0.37231182795698925, train_top5: 1.0, val_top5: 0.8978494623655914
31th epoch,    train_loss: 0.3594183027744293, val_loss: 1.3195911645889282, train_acc: 0.8046594982078853, val_acc: 0.3655913978494624, train_top5: 1.0, val_top5: 0.8991935483870968
32th epoch,    train_loss: 0.3606291115283966, val_loss: 1.570621371269226, train_acc: 0.7992831541218638, val_acc: 0.36693548387096775, train_top5: 1.0, val_top5: 0.8951612903225806
33th epoch,    train_loss: 0.24571354687213898, val_loss: 1.869236707687378, train_acc: 0.8051075268817204, val_acc: 0.3682795698924731, train_top5: 1.0, val_top5: 0.8978494623655914
34th epoch,    train_loss: 0.29333168268203735, val_loss: 1.8061429262161255, train_acc: 0.7983870967741935, val_acc: 0.375, train_top5: 1.0, val_top5: 0.8978494623655914
35th epoch,    train_loss: 0.2887398302555084, val_loss: 3.762782573699951, train_acc: 0.8064516129032258, val_acc: 0.3709677419354839, train_top5: 1.0, val_top5: 0.8951612903225806
36th epoch,    train_loss: 0.1742560863494873, val_loss: 1.8530433177947998, train_acc: 0.8055555555555556, val_acc: 0.3696236559139785, train_top5: 1.0, val_top5: 0.8991935483870968
37th epoch,    train_loss: 0.336611270904541, val_loss: 2.067638874053955, train_acc: 0.8060035842293907, val_acc: 0.3696236559139785, train_top5: 1.0, val_top5: 0.9005376344086021
38th epoch,    train_loss: 0.42798975110054016, val_loss: 0.8168308138847351, train_acc: 0.8136200716845878, val_acc: 0.37231182795698925, train_top5: 1.0, val_top5: 0.8991935483870968
39th epoch,    train_loss: 0.4069378674030304, val_loss: 1.6528908014297485, train_acc: 0.8095878136200717, val_acc: 0.3709677419354839, train_top5: 1.0, val_top5: 0.9005376344086021
40th epoch,    train_loss: 0.4210563898086548, val_loss: 1.729911208152771, train_acc: 0.7992831541218638, val_acc: 0.3736559139784946, train_top5: 1.0, val_top5: 0.8991935483870968
41th epoch,    train_loss: 0.5241395235061646, val_loss: 1.3450937271118164, train_acc: 0.8064516129032258, val_acc: 0.3682795698924731, train_top5: 1.0, val_top5: 0.8951612903225806
42th epoch,    train_loss: 0.3140089809894562, val_loss: 1.6631145477294922, train_acc: 0.8086917562724014, val_acc: 0.3709677419354839, train_top5: 1.0, val_top5: 0.896505376344086
43th epoch,    train_loss: 0.3319844901561737, val_loss: 1.9216885566711426, train_acc: 0.8091397849462365, val_acc: 0.37231182795698925, train_top5: 1.0, val_top5: 0.8951612903225806
44th epoch,    train_loss: 0.35495877265930176, val_loss: 3.1380276679992676, train_acc: 0.8136200716845878, val_acc: 0.37231182795698925, train_top5: 1.0, val_top5: 0.9018817204301075
45th epoch,    train_loss: 0.3912559747695923, val_loss: 2.450213670730591, train_acc: 0.8113799283154122, val_acc: 0.3696236559139785, train_top5: 1.0, val_top5: 0.8978494623655914
46th epoch,    train_loss: 0.27267634868621826, val_loss: 1.9879249334335327, train_acc: 0.8033154121863799, val_acc: 0.364247311827957, train_top5: 1.0, val_top5: 0.8951612903225806
47th epoch,    train_loss: 0.3375861346721649, val_loss: 3.720951557159424, train_acc: 0.8122759856630825, val_acc: 0.3682795698924731, train_top5: 1.0, val_top5: 0.896505376344086
48th epoch,    train_loss: 0.5337002277374268, val_loss: 3.1204142570495605, train_acc: 0.8033154121863799, val_acc: 0.375, train_top5: 1.0, val_top5: 0.8978494623655914
49th epoch,    train_loss: 0.29452943801879883, val_loss: 2.275458812713623, train_acc: 0.8266129032258065, val_acc: 0.3736559139784946, train_top5: 1.0, val_top5: 0.8951612903225806
time.struct_time(tm_year=1970, tm_mon=1, tm_mday=1, tm_hour=0, tm_min=8, tm_sec=41, tm_wday=3, tm_yday=1, tm_isdst=0)
