0th epoch,    train_loss: 2.8215415477752686, val_loss: 3.415107011795044, train_acc: 0.1550179211469534, val_acc: 0.16263440860215053, train_top5: 0.40725806451612906, val_top5: 0.4637096774193548
11th epoch,    train_loss: 0.581112802028656, val_loss: 3.638624429702759, train_acc: 0.7732974910394266, val_acc: 0.3763440860215054, train_top5: 0.9995519713261649, val_top5: 0.907258064516129
12th epoch,    train_loss: 0.4784594476222992, val_loss: 2.1681175231933594, train_acc: 0.7724014336917563, val_acc: 0.37231182795698925, train_top5: 1.0, val_top5: 0.9126344086021505
13th epoch,    train_loss: 0.6174802780151367, val_loss: 2.5796761512756348, train_acc: 0.7791218637992832, val_acc: 0.3911290322580645, train_top5: 1.0, val_top5: 0.907258064516129
14th epoch,    train_loss: 0.5099630355834961, val_loss: 1.8902034759521484, train_acc: 0.7759856630824373, val_acc: 0.37768817204301075, train_top5: 1.0, val_top5: 0.9220430107526881
15th epoch,    train_loss: 0.3689836263656616, val_loss: 2.232046604156494, train_acc: 0.7903225806451613, val_acc: 0.385752688172043, train_top5: 1.0, val_top5: 0.9139784946236559
16th epoch,    train_loss: 0.27260473370552063, val_loss: 1.7058480978012085, train_acc: 0.8006272401433692, val_acc: 0.3655913978494624, train_top5: 1.0, val_top5: 0.9166666666666666
17th epoch,    train_loss: 0.3687114715576172, val_loss: 1.6677470207214355, train_acc: 0.796146953405018, val_acc: 0.37231182795698925, train_top5: 1.0, val_top5: 0.9220430107526881
18th epoch,    train_loss: 0.4883190095424652, val_loss: 2.086437702178955, train_acc: 0.7979390681003584, val_acc: 0.3709677419354839, train_top5: 1.0, val_top5: 0.918010752688172
19th epoch,    train_loss: 0.31786468625068665, val_loss: 3.6282966136932373, train_acc: 0.8060035842293907, val_acc: 0.36155913978494625, train_top5: 1.0, val_top5: 0.918010752688172
20th epoch,    train_loss: 0.4695923626422882, val_loss: 2.4760138988494873, train_acc: 0.8077956989247311, val_acc: 0.3696236559139785, train_top5: 1.0, val_top5: 0.9193548387096774
21th epoch,    train_loss: 0.37646520137786865, val_loss: 2.0698134899139404, train_acc: 0.7907706093189965, val_acc: 0.3602150537634409, train_top5: 1.0, val_top5: 0.9166666666666666
22th epoch,    train_loss: 0.31199485063552856, val_loss: 1.3799782991409302, train_acc: 0.8122759856630825, val_acc: 0.364247311827957, train_top5: 1.0, val_top5: 0.9126344086021505
23th epoch,    train_loss: 0.3461334705352783, val_loss: 1.1797455549240112, train_acc: 0.8118279569892473, val_acc: 0.3575268817204301, train_top5: 1.0, val_top5: 0.9153225806451613
24th epoch,    train_loss: 0.328652948141098, val_loss: 1.6451845169067383, train_acc: 0.8095878136200717, val_acc: 0.3521505376344086, train_top5: 1.0, val_top5: 0.9139784946236559
25th epoch,    train_loss: 0.391188383102417, val_loss: 2.3766634464263916, train_acc: 0.8198924731182796, val_acc: 0.35618279569892475, train_top5: 1.0, val_top5: 0.918010752688172
26th epoch,    train_loss: 0.3794083893299103, val_loss: 2.3938801288604736, train_acc: 0.8091397849462365, val_acc: 0.3588709677419355, train_top5: 1.0, val_top5: 0.9139784946236559
27th epoch,    train_loss: 0.3217349350452423, val_loss: 2.5512795448303223, train_acc: 0.8131720430107527, val_acc: 0.3588709677419355, train_top5: 1.0, val_top5: 0.918010752688172
28th epoch,    train_loss: 0.31243401765823364, val_loss: 1.5301117897033691, train_acc: 0.8091397849462365, val_acc: 0.3629032258064516, train_top5: 1.0, val_top5: 0.918010752688172
29th epoch,    train_loss: 0.3360425531864166, val_loss: 3.5569677352905273, train_acc: 0.8113799283154122, val_acc: 0.3521505376344086, train_top5: 1.0, val_top5: 0.9166666666666666
30th epoch,    train_loss: 0.3857797086238861, val_loss: 2.4536361694335938, train_acc: 0.8207885304659498, val_acc: 0.3548387096774194, train_top5: 1.0, val_top5: 0.9206989247311828
31th epoch,    train_loss: 0.3144969940185547, val_loss: 1.7251381874084473, train_acc: 0.818100358422939, val_acc: 0.3575268817204301, train_top5: 1.0, val_top5: 0.9153225806451613
32th epoch,    train_loss: 0.26590967178344727, val_loss: 0.6217190623283386, train_acc: 0.8172043010752689, val_acc: 0.3602150537634409, train_top5: 1.0, val_top5: 0.9166666666666666
33th epoch,    train_loss: 0.24863512814044952, val_loss: 2.855893135070801, train_acc: 0.8104838709677419, val_acc: 0.3548387096774194, train_top5: 1.0, val_top5: 0.9139784946236559
34th epoch,    train_loss: 0.4279625415802002, val_loss: 3.018432378768921, train_acc: 0.8172043010752689, val_acc: 0.3588709677419355, train_top5: 1.0, val_top5: 0.918010752688172
35th epoch,    train_loss: 0.22630132734775543, val_loss: 2.747591972351074, train_acc: 0.8198924731182796, val_acc: 0.3602150537634409, train_top5: 1.0, val_top5: 0.9166666666666666
36th epoch,    train_loss: 0.2234696000814438, val_loss: 1.5179426670074463, train_acc: 0.8198924731182796, val_acc: 0.3588709677419355, train_top5: 1.0, val_top5: 0.918010752688172
37th epoch,    train_loss: 0.23684631288051605, val_loss: 3.5471150875091553, train_acc: 0.8266129032258065, val_acc: 0.353494623655914, train_top5: 1.0, val_top5: 0.9193548387096774
38th epoch,    train_loss: 0.40659987926483154, val_loss: 1.35697340965271, train_acc: 0.8248207885304659, val_acc: 0.3602150537634409, train_top5: 1.0, val_top5: 0.9166666666666666
39th epoch,    train_loss: 0.26167964935302734, val_loss: 2.682239294052124, train_acc: 0.8207885304659498, val_acc: 0.36155913978494625, train_top5: 1.0, val_top5: 0.9153225806451613
40th epoch,    train_loss: 0.308098703622818, val_loss: 3.497601270675659, train_acc: 0.821236559139785, val_acc: 0.3575268817204301, train_top5: 1.0, val_top5: 0.9166666666666666
41th epoch,    train_loss: 0.3525409698486328, val_loss: 2.8429677486419678, train_acc: 0.8266129032258065, val_acc: 0.3588709677419355, train_top5: 1.0, val_top5: 0.9166666666666666
42th epoch,    train_loss: 0.28010550141334534, val_loss: 1.7935179471969604, train_acc: 0.8252688172043011, val_acc: 0.35618279569892475, train_top5: 1.0, val_top5: 0.9166666666666666
43th epoch,    train_loss: 0.3087969720363617, val_loss: 2.603822946548462, train_acc: 0.8297491039426523, val_acc: 0.35618279569892475, train_top5: 1.0, val_top5: 0.9153225806451613
44th epoch,    train_loss: 0.171089768409729, val_loss: 0.8550450801849365, train_acc: 0.8185483870967742, val_acc: 0.36155913978494625, train_top5: 1.0, val_top5: 0.918010752688172
45th epoch,    train_loss: 0.3516012132167816, val_loss: 2.0467162132263184, train_acc: 0.8136200716845878, val_acc: 0.3588709677419355, train_top5: 1.0, val_top5: 0.9193548387096774
46th epoch,    train_loss: 0.42443370819091797, val_loss: 1.8359239101409912, train_acc: 0.8248207885304659, val_acc: 0.3588709677419355, train_top5: 1.0, val_top5: 0.9166666666666666
47th epoch,    train_loss: 0.41091397404670715, val_loss: 1.6122050285339355, train_acc: 0.8266129032258065, val_acc: 0.3629032258064516, train_top5: 1.0, val_top5: 0.918010752688172
48th epoch,    train_loss: 0.3116810619831085, val_loss: 2.2725448608398438, train_acc: 0.8136200716845878, val_acc: 0.3602150537634409, train_top5: 1.0, val_top5: 0.9153225806451613
49th epoch,    train_loss: 0.3354394733905792, val_loss: 2.097984552383423, train_acc: 0.8248207885304659, val_acc: 0.3602150537634409, train_top5: 1.0, val_top5: 0.9126344086021505
time.struct_time(tm_year=1970, tm_mon=1, tm_mday=1, tm_hour=0, tm_min=24, tm_sec=19, tm_wday=3, tm_yday=1, tm_isdst=0)
