0th epoch,    train_loss: 3.489689826965332, val_loss: 3.4941365718841553, train_acc: 0.15232974910394265, val_acc: 0.1881720430107527, train_top5: 0.41935483870967744, val_top5: 0.5147849462365591
32th epoch,    train_loss: 0.39254698157310486, val_loss: 2.605408191680908, train_acc: 0.8010752688172043, val_acc: 0.3924731182795699, train_top5: 1.0, val_top5: 0.8938172043010753
33th epoch,    train_loss: 0.3456559181213379, val_loss: 2.635493755340576, train_acc: 0.8158602150537635, val_acc: 0.385752688172043, train_top5: 1.0, val_top5: 0.8951612903225806
34th epoch,    train_loss: 0.20187021791934967, val_loss: 2.2241220474243164, train_acc: 0.8082437275985663, val_acc: 0.38844086021505375, train_top5: 1.0, val_top5: 0.8924731182795699
35th epoch,    train_loss: 0.3201684057712555, val_loss: 3.5477852821350098, train_acc: 0.8163082437275986, val_acc: 0.385752688172043, train_top5: 1.0, val_top5: 0.8911290322580645
36th epoch,    train_loss: 0.3557981550693512, val_loss: 0.4718569815158844, train_acc: 0.8221326164874552, val_acc: 0.3870967741935484, train_top5: 1.0, val_top5: 0.8924731182795699
37th epoch,    train_loss: 0.38261088728904724, val_loss: 1.0454033613204956, train_acc: 0.8185483870967742, val_acc: 0.3790322580645161, train_top5: 1.0, val_top5: 0.896505376344086
38th epoch,    train_loss: 0.38303229212760925, val_loss: 0.7292491793632507, train_acc: 0.8140681003584229, val_acc: 0.38844086021505375, train_top5: 1.0, val_top5: 0.8938172043010753
39th epoch,    train_loss: 0.32220378518104553, val_loss: 2.8543362617492676, train_acc: 0.8163082437275986, val_acc: 0.3897849462365591, train_top5: 1.0, val_top5: 0.8938172043010753
40th epoch,    train_loss: 0.31587502360343933, val_loss: 1.9716994762420654, train_acc: 0.8131720430107527, val_acc: 0.38844086021505375, train_top5: 1.0, val_top5: 0.8924731182795699
41th epoch,    train_loss: 0.39884838461875916, val_loss: 3.8768739700317383, train_acc: 0.818100358422939, val_acc: 0.3817204301075269, train_top5: 1.0, val_top5: 0.8938172043010753
42th epoch,    train_loss: 0.268462210893631, val_loss: 1.8739264011383057, train_acc: 0.8113799283154122, val_acc: 0.38306451612903225, train_top5: 1.0, val_top5: 0.896505376344086
43th epoch,    train_loss: 0.35565459728240967, val_loss: 1.1806432008743286, train_acc: 0.8140681003584229, val_acc: 0.3897849462365591, train_top5: 1.0, val_top5: 0.8951612903225806
44th epoch,    train_loss: 0.34155964851379395, val_loss: 2.235278606414795, train_acc: 0.8055555555555556, val_acc: 0.3897849462365591, train_top5: 1.0, val_top5: 0.8951612903225806
45th epoch,    train_loss: 0.3532228469848633, val_loss: 1.7577261924743652, train_acc: 0.8203405017921147, val_acc: 0.3844086021505376, train_top5: 1.0, val_top5: 0.8938172043010753
46th epoch,    train_loss: 0.33048170804977417, val_loss: 1.988940954208374, train_acc: 0.8194444444444444, val_acc: 0.3870967741935484, train_top5: 1.0, val_top5: 0.8924731182795699
47th epoch,    train_loss: 0.2979944944381714, val_loss: 2.035277843475342, train_acc: 0.8091397849462365, val_acc: 0.3911290322580645, train_top5: 1.0, val_top5: 0.9005376344086021
48th epoch,    train_loss: 0.3307708203792572, val_loss: 0.5504847764968872, train_acc: 0.8140681003584229, val_acc: 0.3870967741935484, train_top5: 1.0, val_top5: 0.8951612903225806
49th epoch,    train_loss: 0.3142112195491791, val_loss: 1.0848031044006348, train_acc: 0.8158602150537635, val_acc: 0.385752688172043, train_top5: 1.0, val_top5: 0.8938172043010753
time.struct_time(tm_year=1970, tm_mon=1, tm_mday=1, tm_hour=0, tm_min=18, tm_sec=24, tm_wday=3, tm_yday=1, tm_isdst=0)
